DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Neupogen,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Neuprolox,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Neurica-100,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
Neurica-75,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
NeuroBPlus-B1,Thiamin,1363,Vitamin,False
Neurobrain 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurocetam-400,Piracetam,1159,Thuốc trị giun,False
Neurocetam-800,Piracetam,1159,Thuốc trị giun,False
Neurofit,Piracetam,1159,Thuốc trị giun,False
Neurofit Forte,Piracetam,1159,Thuốc trị giun,False
Neurogesic 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurogopen,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurohadine,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neuronstad,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurontin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neuropentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nefian,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Nefiaso,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nefiprazol,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Nefitaz,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nefithio,Ethionamid,636,Thuốc chống lao,False
Nefizoline,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Nefsan 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nefsan 5,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Negacef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Negacef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Negacef 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Negaflox,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Negatidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Negradixid,Acid nalidixic,134,"Vì vậy, không trộn",True
Negrative,Acid nalidixic,134,"Vì vậy, không trộn",True
Neklitro-500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Nelabocin,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Nelfinavir mesilate,Nelfinavir mesilat,1035,Thuốc giải độc,False
Nelidevi,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,True
Nelticine Inj,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Neltistil Inj.,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Nenvofam,Famotidin,648,Đối kháng thụ thể histamin h,False
Neo-Allerfar,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Neocam,Meloxicam,940,Thuốc chống viêm không steroid,True
Neocexone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Neocin,Neomycin,1038,Kháng sinh nhóm aminoglycosid,True
Neoforazone,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Neofoxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Neomycin,Euvipharm - Neomycin,1038,Kháng sinh nhóm aminoglycosid,True
Neo-Pyrazon,Diclofenac,515,Thuốc chống viêm không steroid,True
Neopyrin AM/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin GR/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin PK/PK,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neordac 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neordac 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neoroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Neostigmine,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,True
Neostigmine-hameln,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,True
Neostoguard,Sulpirid,1314,Thuốc chống loạn thần,True
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",True
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",True
Neotazin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neotazin MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neounixan Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Neozith 250,Azithromycin,227,Thuốc kháng sinh,True
Nepar- 10,Alendronat natri,157,Chất ức chế tiêu xương,False
Nepatic,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nepotel-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nepotel-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Neprox-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Neprox-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Nerbavex,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nergamdicin,Acid nalidixic,134,"Vì vậy, không trộn",True
Neriman,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,True
Nertrobiine,Piracetam,1159,Thuốc trị giun,False
Nervetam,Piracetam,1159,Thuốc trị giun,False
Nesamid inj.,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Nescine-400,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
Nesfulvin-250,Griseofulvin,758,"Chống nấm, dùng đường uống",False
Nesfulvin-500,Griseofulvin,758,"Chống nấm, dùng đường uống",False
Nesmet,Metformin,955,Thuốc giải độc,False
Nesmox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Nesmox-250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Nesmox-500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Nestoflox,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Nestromycin-250,Erythromycin,607,Kháng sinh nhóm macrolid,True
Netlisan,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Netromycin tiêm,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Neubatel,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neumomicid,Spiramycin,1299,Kháng sinh (aminocyclitol),True
Neupencap,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neupogen,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Neuprolox,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Neurica-100,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
Neurica-75,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
NeuroBPlus-B1,Thiamin,1363,Vitamin,False
Neurobrain 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurocetam-400,Piracetam,1159,Thuốc trị giun,False
Neurocetam-800,Piracetam,1159,Thuốc trị giun,False
Neurofit,Piracetam,1159,Thuốc trị giun,False
Neurofit Forte,Piracetam,1159,Thuốc trị giun,False
Neurogesic 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurogopen,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurohadine,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neuronstad,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neurontin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neuropentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Neuropyl,Piracetam,1159,Thuốc trị giun,False
Neuropyl 400,Piracetam,1159,Thuốc trị giun,False
Neuropyl 800,Piracetam,1159,Thuốc trị giun,False
Neu-Stam,Piracetam,1159,Thuốc trị giun,False
Neu-Stam 800,Piracetam,1159,Thuốc trị giun,False
Neutasol,Clobetasol propionat,411,Kháng nấm (dùng ngoài),False
Neutracet,Piracetam,1159,Thuốc trị giun,False
Neutrofil 30,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Neutrofil 48,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Neutromax,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Nevakson,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nevicure,Nevirapin,1045,"Thuốc ức chế enzym phiên mã ngược, kháng retrovirus",True
Nevirapine,Nevirapin,1045,"Thuốc ức chế enzym phiên mã ngược, kháng retrovirus",True
Nevirapine 200-SPM,Nevirapin,1045,"Thuốc ức chế enzym phiên mã ngược, kháng retrovirus",True
Nevirapine Stada,Nevirapin,1045,"Thuốc ức chế enzym phiên mã ngược, kháng retrovirus",True
Nevula 200,Nevirapin,1045,"Thuốc ức chế enzym phiên mã ngược, kháng retrovirus",True
New F,Fluocinolon acetonid,679,Thuốc chẹn kênh calci,False
New Oral,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Newaltidin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Newbivo,Bromhexin hydroclorid,269,Thuốc long đờm,False
Newcamex,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Newcefix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Newcepim,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Newcepime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Newcerixone Inj.,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Newcetoxime Inj,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Newcimax,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Newclen,Flunarizin,678,Thuốc chẹn kênh calci,False
Newclor cap,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",True
New-Diatabs,Atapulgit,218,Chất hấp phụ chống ỉa chảy,False
Newfazidim Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Newfenac,Diclofenac,515,Thuốc chống viêm không steroid,True
Newfobizon Inj,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Newfozexim Inj.,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Newfuxin Inj.,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Newgala,Galantamin,708,Chống sa sút trí tuệ,False
Newgenacyclovir,Aciclovir,114,Thuốc chống virus,True
Newgengenetil,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Newgenlincotacin,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Newgenneolacincap,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Newgi 5,Benzoyl peroxid,246,Thuốc kháng khuẩn và bong lớp sừng,False
Newgifar,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Newgifar,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Newitock tabs,Formoterol fumarat,696,Kích thích chọn lọc thụ thể beta,False
Newketocin Inj.,Ketorolac,867,Chưa phân loại,False
Newlotin,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
Newmetforn Inj.,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Neworadox caps,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Newpenem,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,True
Newpudox inj.,Pralidoxim,1167,Sát khuẩn,False
Newsetam,Piracetam,1159,Thuốc trị giun,False
Newsintem Inj,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,True
Newtiam,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,True
Newtiroxim Inj,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Newtobi Inj.,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,True
Newtop 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Newtop Sachet,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Newunita,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,True
Newvent,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Newxalotil Tab.,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Newzim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nexium,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Nextin,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
Nextin 150,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,True
NIC Besolvin 4,Bromhexin hydroclorid,269,Thuốc long đờm,False
NIC Besolvin 8,Bromhexin hydroclorid,269,Thuốc long đờm,False
NIC- Dextalcin,Betamethason,252,Glucocorticoid,True
Nicardipine,Nicardipin,1051,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nicardipine Aguettant,Nicardipin,1051,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
NIC-CLARI,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Nicee,Alpha tocopherol,165,Vitamin,False
Niceftam,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nicevir,Ribavirin,1240,Thuốc kháng virus,True
Niclosamide,Niclosamid,1052,Thuốc trị sán,False
Nicnotaxgin,Paracetamol,1118,Giảm đau; hạ sốt,False
Nicobion 500,Nicotinamid,1054,"Thuốc dinh dưỡng, vitamin nhóm b (vitamin b",False
Nicofort,Nicotinamid,1054,"Thuốc dinh dưỡng, vitamin nhóm b (vitamin b",False
Nicomen,Nicorandil,1053,Thuốc trị sán,False
Nicotinamide,Nicotinamid,1054,"Thuốc dinh dưỡng, vitamin nhóm b (vitamin b",False
Nicpostinew,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Nicspa,Alverin citrat,172,Chống co thắt cơ trơn,False
NIC-SPA,Alverin citrat,172,Chống co thắt cơ trơn,False
Nicsun,Tetracyclin,1349,Kháng sinh,True
Nic-Zoral,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Nidal Day,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),True
Nidal Fort,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),True
Nidason,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Nidason Gyco,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Nidem,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Nidopin,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nife-Boston 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedi-Denk 10 Retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedin,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin 20 Retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin Hasan 20 retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin Stada,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin T20 Stada retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin T20 Stada retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipine,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
NifeHexal 30 LA,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifehexal retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifeital,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifephabaco,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Niflox 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Niflox 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Niftclar DT-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nikoran IV 2,Nicorandil,1053,Thuốc trị sán,False
Nikoran-10,Nicorandil,1053,Thuốc trị sán,False
Nilgar 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
Nilgar 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
Nilibac 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Nilibac 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Nilkey,Fluoxetin,684,Chống trầm cảm,True
Nilofact,Piracetam,1159,Thuốc trị giun,False
Nilsu,Flunarizin,678,Thuốc chẹn kênh calci,False
Nimemax 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Nimemax 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Nimesulide,Nimesulid,1058,Thuốc chống viêm không steroid,True
Nimodi,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimodipine,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimotop,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimotop I.V,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimovac-V,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Ninzats,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Ninzats 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Ninzats 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Niozacef,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Nisxil-500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Nitroglycerin,Glyceryl trinitrat,751,Các thuốc chống đông như dẫn chất cumarin hoặc dẫn chất,False
Nivirxone,Acid nalidixic,134,"Vì vậy, không trộn",True
Nixki-20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Nizatidine,Nizatidin,1063,Thuốc kháng thụ thể h,False
Nizoral,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Nizoral cream,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Nizoral shampoo,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Noatanmine,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Nobesit 850,Metformin,955,Thuốc giải độc,False
Noblud,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Noblud 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nocalzem,Diltiazem,533,Thuốc diệt amip/chống nguyên sinh động vật,False
Noclog,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Noclot 75,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Nodict,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat,False
Nodizine,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Nofabri,Paracetamol,1118,Giảm đau; hạ sốt,False
Nofung,Fluconazol,666,Chống nấm,False
Noklot,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
No-Lapin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Nolibic,Meloxicam,940,Thuốc chống viêm không steroid,True
Nolvadex,Tamoxifen,1325,Thuốc chống ung thư,True
Nolvadex-D,Tamoxifen,1325,Thuốc chống ung thư,True
Nomigrain,Flunarizin,678,Thuốc chẹn kênh calci,False
Nontamin-Extra,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Nontamin-Fort,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Noopi Piracetam,Piracetam,1159,Thuốc trị giun,False
Nooptropyl,Piracetam,1159,Thuốc trị giun,False
Nootripam 400,Piracetam,1159,Thuốc trị giun,False
Nootripam 800,Piracetam,1159,Thuốc trị giun,False
Nootropil,Piracetam,1159,Thuốc trị giun,False
Nootropyl,Piracetam,1159,Thuốc trị giun,False
Nopera,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Nopetigo,Acid fusidic,129,"Vitamin nhóm b, chất dinh dưỡng",False
Noradrenaline,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Noradrenaline Base Aguettant,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Noramoxical,Amoxicilin và kali clavulanat,192,Kháng sinh,True
Noramtec,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Noraquick 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Norbiotic,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norcuron,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Norepinephrin,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Norepinephrine,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Nidal Fort,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),True
Nidason,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Nidason Gyco,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Nidem,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Nidopin,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nife-Boston 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedi-Denk 10 Retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedin,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin 20 Retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin Hasan 20 retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin Stada,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin T20 Stada retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipin T20 Stada retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifedipine,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
NifeHexal 30 LA,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifehexal retard,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifeital,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nifephabaco,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Niflox 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Niflox 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Niftclar DT-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nikoran IV 2,Nicorandil,1053,Thuốc trị sán,False
Nikoran-10,Nicorandil,1053,Thuốc trị sán,False
Nilgar 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
Nilgar 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,True
Nilibac 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Nilibac 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Nilkey,Fluoxetin,684,Chống trầm cảm,True
Nilofact,Piracetam,1159,Thuốc trị giun,False
Nilsu,Flunarizin,678,Thuốc chẹn kênh calci,False
Nimemax 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Nimemax 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Nimesulide,Nimesulid,1058,Thuốc chống viêm không steroid,True
Nimodi,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimodipine,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimotop,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimotop I.V,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Nimovac-V,Nimodipin,1060,"Thuốc chẹn kênh calci dẫn xuất của 1,4-dihydropyridin,",False
Ninzats,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Ninzats 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Ninzats 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Niozacef,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Nisxil-500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Nitroglycerin,Glyceryl trinitrat,751,Các thuốc chống đông như dẫn chất cumarin hoặc dẫn chất,False
Nivirxone,Acid nalidixic,134,"Vì vậy, không trộn",True
Nixki-20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Nizatidine,Nizatidin,1063,Thuốc kháng thụ thể h,False
Nizoral,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Nizoral cream,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Nizoral shampoo,Ketoconazol,861,Chống nấm có hoạt phổ rộng,False
Noatanmine,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Nobesit 850,Metformin,955,Thuốc giải độc,False
Noblud,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Noblud 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Nocalzem,Diltiazem,533,Thuốc diệt amip/chống nguyên sinh động vật,False
Noclog,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
